"Image.File"	"Carbonate.sand"	"Coral.rubble"	"Indeterminate"	"Senile.coral.reef"
"11439"	"f008/wlh2_008535.jpg"	0.008	0.216	0	0.776
"11440"	"f008/wlh2_008522.jpg"	0	0.006	0	0.994
"11441"	"f008/wlh2_008318.jpg"	0.012	0.108	0	0.88
"11442"	"f008/wlh2_008013.jpg"	0.002	0.076	0	0.922
"11443"	"f008/wlh2_008385.jpg"	0.004	0.076	0	0.92
"11444"	"f008/wlh2_008265.jpg"	0.008	0.07	0	0.922
"11445"	"f008/wlh2_008278.jpg"	0.006	0.054	0	0.94
"11446"	"f008/wlh2_008869.jpg"	1	0	0	0
"11447"	"f008/wlh2_008965.jpg"	1	0	0	0
"11448"	"f008/wlh2_008199.jpg"	0.17	0.346	0	0.484
"11449"	"f008/wlh2_008114.jpg"	0	0.086	0	0.914
"11450"	"f008/wlh2_008354.jpg"	0.006	0.12	0	0.874
"11451"	"f008/wlh2_008719.jpg"	0.544	0.338	0	0.118
"11452"	"f008/wlh2_008646.jpg"	0.044	0.324	0	0.632
"11453"	"f008/wlh2_008477.jpg"	0.002	0.044	0	0.954
"11454"	"f008/wlh2_008651.jpg"	0.08	0.652	0	0.268
"11455"	"f008/wlh2_008891.jpg"	1	0	0	0
"11456"	"f008/wlh2_008327.jpg"	0.002	0.04	0	0.958
"11457"	"f008/wlh2_008590.jpg"	0.008	0.11	0	0.882
"11458"	"f008/wlh2_008901.jpg"	0.994	0	0.004	0.002
"11459"	"f008/wlh2_008826.jpg"	0.998	0	0.002	0
"11460"	"f008/wlh2_008944.jpg"	1	0	0	0
"11461"	"f008/wlh2_008064.jpg"	0.01	0.104	0	0.886
"11462"	"f008/wlh2_008210.jpg"	0	0.046	0	0.954
"11463"	"f008/wlh2_008933.jpg"	1	0	0	0
"11464"	"f008/wlh2_008647.jpg"	0.032	0.19	0	0.778
"11465"	"f008/wlh2_008336.jpg"	0	0.1	0	0.9
"11466"	"f008/wlh2_008658.jpg"	0.02	0.64	0	0.34
"11467"	"f008/wlh2_008775.jpg"	0.99	0	0.008	0.002
"11468"	"f008/wlh2_008923.jpg"	1	0	0	0
"11469"	"f008/wlh2_008894.jpg"	1	0	0	0
"11470"	"f008/wlh2_008322.jpg"	0	0.032	0	0.968
"11471"	"f008/wlh2_008618.jpg"	0.092	0.414	0	0.494
"11472"	"f008/wlh2_008832.jpg"	0.996	0.002	0.002	0
"11473"	"f008/wlh2_008393.jpg"	0	0.028	0	0.972
"11474"	"f008/wlh2_008621.jpg"	0.18	0.314	0	0.506
"11475"	"f008/wlh2_008511.jpg"	0.038	0.048	0	0.914
"11476"	"f008/wlh2_008631.jpg"	0.036	0.264	0	0.7
"11477"	"f008/wlh2_008732.jpg"	0.918	0.044	0.004	0.034
"11478"	"f008/wlh2_008485.jpg"	0.004	0.092	0	0.904
"11479"	"f008/wlh2_008230.jpg"	0	0.018	0	0.982
"11480"	"f008/wlh2_008029.jpg"	0	0.048	0	0.952
"11481"	"f008/wlh2_008435.jpg"	0.014	0.138	0	0.848
"11482"	"f008/wlh2_008218.jpg"	0.002	0.038	0	0.96
"11483"	"f008/wlh2_008879.jpg"	0.994	0.002	0.004	0
"11484"	"f008/wlh2_008108.jpg"	0	0.064	0	0.936
"11485"	"f008/wlh2_008508.jpg"	0.004	0.024	0	0.972
"11486"	"f008/wlh2_008986.jpg"	1	0	0	0
"11487"	"f008/wlh2_008700.jpg"	0.56	0.372	0.002	0.066
"11488"	"f008/wlh2_008365.jpg"	0	0.11	0	0.89
"11489"	"f008/wlh2_008139.jpg"	0.01	0.078	0	0.912
"11490"	"f008/wlh2_008792.jpg"	1	0	0	0
"11491"	"f008/wlh2_008994.jpg"	1	0	0	0
"11492"	"f008/wlh2_008514.jpg"	0	0.116	0	0.884
"11493"	"f008/wlh2_008407.jpg"	0.004	0.128	0	0.868
"11494"	"f008/wlh2_008656.jpg"	0.016	0.264	0	0.72
"11495"	"f008/wlh2_008349.jpg"	0.01	0.216	0	0.774
"11496"	"f008/wlh2_008769.jpg"	1	0	0	0
"11497"	"f008/wlh2_008950.jpg"	1	0	0	0
"11498"	"f008/wlh2_008855.jpg"	0.998	0	0.002	0
"11499"	"f008/wlh2_008927.jpg"	0.998	0	0	0.002
"11500"	"f008/wlh2_008662.jpg"	0.044	0.374	0	0.582
"11501"	"f008/wlh2_008690.jpg"	0.154	0.43	0	0.416
"11502"	"f008/wlh2_008151.jpg"	0	0.024	0	0.976
"11503"	"f008/wlh2_008268.jpg"	0.002	0.074	0	0.924
"11504"	"f008/wlh2_008740.jpg"	0.988	0.006	0.002	0.004
"11505"	"f008/wlh2_008350.jpg"	0.01	0.198	0	0.792
"11506"	"f008/wlh2_008566.jpg"	0.002	0.098	0	0.9
"11507"	"f008/wlh2_008524.jpg"	0	0.036	0	0.964
"11508"	"f008/wlh2_008215.jpg"	0	0.034	0	0.966
"11509"	"f008/wlh2_008362.jpg"	0.024	0.138	0	0.838
"11510"	"f008/wlh2_008730.jpg"	0.992	0.002	0	0.006
"11511"	"f008/wlh2_008816.jpg"	0.998	0	0.002	0
"11512"	"f008/wlh2_008635.jpg"	0.012	0.18	0	0.808
"11513"	"f008/wlh2_008412.jpg"	0	0.092	0	0.908
"11514"	"f008/wlh2_008411.jpg"	0	0.028	0	0.972
"11515"	"f008/wlh2_008667.jpg"	0.028	0.36	0	0.612
"11516"	"f008/wlh2_008424.jpg"	0	0.096	0	0.904
"11517"	"f008/wlh2_008922.jpg"	1	0	0	0
"11518"	"f008/wlh2_008903.jpg"	1	0	0	0
"11519"	"f008/wlh2_008282.jpg"	0	0.018	0	0.982
"11520"	"f008/wlh2_008017.jpg"	0.01	0.132	0	0.858
"11521"	"f008/wlh2_008296.jpg"	0	0.018	0	0.982
"11522"	"f008/wlh2_008831.jpg"	0.998	0.002	0	0
"11523"	"f008/wlh2_008287.jpg"	0.012	0.138	0	0.85
"11524"	"f008/wlh2_008315.jpg"	0	0.07	0	0.93
"11525"	"f008/wlh2_008438.jpg"	0	0.07	0	0.93
"11526"	"f008/wlh2_008682.jpg"	0.024	0.434	0	0.542
"11527"	"f008/wlh2_008653.jpg"	0.058	0.432	0	0.51
"11528"	"f008/wlh2_008708.jpg"	0.748	0.206	0.004	0.042
"11529"	"f008/wlh2_008785.jpg"	1	0	0	0
"11530"	"f008/wlh2_008244.jpg"	0.004	0.104	0	0.892
"11531"	"f008/wlh2_008193.jpg"	0.014	0.2	0	0.786
"11532"	"f008/wlh2_008715.jpg"	0.792	0.14	0.002	0.066
"11533"	"f008/wlh2_008377.jpg"	0.012	0.268	0	0.72
"11534"	"f008/wlh2_008481.jpg"	0.008	0.07	0	0.922
"11535"	"f008/wlh2_008416.jpg"	0.006	0.062	0	0.932
"11536"	"f008/wlh2_008954.jpg"	0.998	0	0.002	0
"11537"	"f008/wlh2_008868.jpg"	0.998	0	0	0.002
"11538"	"f008/wlh2_008808.jpg"	0.998	0.002	0	0
"11539"	"f008/wlh2_008912.jpg"	0.998	0	0.002	0
"11540"	"f008/wlh2_008222.jpg"	0	0.01	0	0.99
"11541"	"f008/wlh2_008101.jpg"	0	0.132	0	0.868
"11542"	"f008/wlh2_008457.jpg"	0	0.06	0	0.94
"11543"	"f008/wlh2_008914.jpg"	1	0	0	0
"11544"	"f008/wlh2_008451.jpg"	0	0.088	0	0.912
"11545"	"f008/wlh2_008174.jpg"	0.058	0.27	0	0.672
"11546"	"f008/wlh2_008360.jpg"	0.012	0.24	0	0.748
"11547"	"f008/wlh2_008828.jpg"	1	0	0	0
"11548"	"f008/wlh2_008592.jpg"	0.044	0.202	0	0.754
"11549"	"f008/wlh2_008458.jpg"	0	0.016	0	0.984
"11550"	"f008/wlh2_008103.jpg"	0	0.022	0	0.978
"11551"	"f008/wlh2_008681.jpg"	0.054	0.63	0	0.316
"11552"	"f008/wlh2_008258.jpg"	0.002	0.172	0	0.826
"11553"	"f008/wlh2_008773.jpg"	0.988	0.004	0.006	0.002
"11554"	"f008/wlh2_008665.jpg"	0.058	0.41	0	0.532
"11555"	"f008/wlh2_008245.jpg"	0	0.038	0	0.962
"11556"	"f008/wlh2_008761.jpg"	0.894	0.074	0.004	0.028
"11557"	"f008/wlh2_008030.jpg"	0.002	0.144	0	0.854
"11558"	"f008/wlh2_008988.jpg"	1	0	0	0
"11559"	"f008/wlh2_008387.jpg"	0.006	0.144	0	0.85
"11560"	"f008/wlh2_008748.jpg"	0.992	0.006	0	0.002
"11561"	"f008/wlh2_008512.jpg"	0	0.1	0	0.9
"11562"	"f008/wlh2_008979.jpg"	1	0	0	0
"11563"	"f008/wlh2_008097.jpg"	0.008	0.076	0	0.916
"11564"	"f008/wlh2_008772.jpg"	1	0	0	0
"11565"	"f008/wlh2_008099.jpg"	0.014	0.168	0	0.818
"11566"	"f008/wlh2_008607.jpg"	0.01	0.248	0	0.742
"11567"	"f008/wlh2_008364.jpg"	0.008	0.194	0	0.798
"11568"	"f008/wlh2_008086.jpg"	0.002	0.044	0	0.954
"11569"	"f008/wlh2_008195.jpg"	0.056	0.306	0	0.638
"11570"	"f008/wlh2_008495.jpg"	0	0.064	0	0.936
"11571"	"f008/wlh2_008300.jpg"	0	0.058	0	0.942
"11572"	"f008/wlh2_008292.jpg"	0	0.066	0	0.934
"11573"	"f008/wlh2_008089.jpg"	0.008	0.074	0	0.918
"11574"	"f008/wlh2_008443.jpg"	0.002	0.024	0	0.974
"11575"	"f008/wlh2_008460.jpg"	0	0.06	0	0.94
"11576"	"f008/wlh2_008911.jpg"	1	0	0	0
"11577"	"f008/wlh2_008789.jpg"	1	0	0	0
"11578"	"f008/wlh2_008177.jpg"	0.02	0.144	0	0.836
"11579"	"f008/wlh2_008702.jpg"	0.382	0.532	0.002	0.084
"11580"	"f008/wlh2_008854.jpg"	0.992	0	0.008	0
"11581"	"f008/wlh2_008788.jpg"	1	0	0	0
"11582"	"f008/wlh2_008113.jpg"	0	0.068	0	0.932
"11583"	"f008/wlh2_008055.jpg"	0.006	0.068	0	0.926
"11584"	"f008/wlh2_008689.jpg"	0.164	0.35	0	0.486
"11585"	"f008/wlh2_008394.jpg"	0.008	0.122	0	0.87
"11586"	"f008/wlh2_008593.jpg"	0.028	0.206	0	0.766
"11587"	"f008/wlh2_008272.jpg"	0	0.048	0	0.952
"11588"	"f008/wlh2_008340.jpg"	0.002	0.128	0	0.87
"11589"	"f008/wlh2_008266.jpg"	0.002	0.008	0	0.99
"11590"	"f008/wlh2_008711.jpg"	0.948	0.026	0	0.026
"11591"	"f008/wlh2_008500.jpg"	0	0.01	0	0.99
"11592"	"f008/wlh2_008931.jpg"	1	0	0	0
"11593"	"f008/wlh2_008372.jpg"	0.006	0.136	0	0.858
"11594"	"f008/wlh2_008760.jpg"	0.896	0.088	0.002	0.014
"11595"	"f008/wlh2_008493.jpg"	0.006	0.098	0	0.896
"11596"	"f008/wlh2_008361.jpg"	0.024	0.182	0	0.794
"11597"	"f008/wlh2_008550.jpg"	0.002	0.054	0	0.944
"11598"	"f008/wlh2_008288.jpg"	0.008	0.088	0	0.904
"11599"	"f008/wlh2_008784.jpg"	0.996	0	0.004	0
"11600"	"f008/wlh2_008993.jpg"	1	0	0	0
"11601"	"f008/wlh2_008352.jpg"	0	0.152	0	0.848
"11602"	"f008/wlh2_008280.jpg"	0	0.074	0	0.926
"11603"	"f008/wlh2_008595.jpg"	0.006	0.11	0	0.884
"11604"	"f008/wlh2_008952.jpg"	1	0	0	0
"11605"	"f008/wlh2_008757.jpg"	0.764	0.204	0.006	0.026
"11606"	"f008/wlh2_008054.jpg"	0.02	0.106	0	0.874
"11607"	"f008/wlh2_008004.jpg"	0	0.14	0	0.86
"11608"	"f008/wlh2_008289.jpg"	0.008	0.088	0	0.904
"11609"	"f008/wlh2_008724.jpg"	0.998	0.002	0	0
"11610"	"f008/wlh2_008764.jpg"	1	0	0	0
"11611"	"f008/wlh2_008853.jpg"	0.994	0	0.006	0
"11612"	"f008/wlh2_008532.jpg"	0	0.034	0	0.966
"11613"	"f008/wlh2_008953.jpg"	0.998	0	0.002	0
"11614"	"f008/wlh2_008319.jpg"	0.01	0.042	0	0.948
"11615"	"f008/wlh2_008307.jpg"	0	0.026	0	0.974
"11616"	"f008/wlh2_008329.jpg"	0	0.01	0	0.99
"11617"	"f008/wlh2_008716.jpg"	0.832	0.126	0.002	0.04
"11618"	"f008/wlh2_008610.jpg"	0.002	0.198	0	0.8
"11619"	"f008/wlh2_008487.jpg"	0.01	0.228	0	0.762
"11620"	"f008/wlh2_008581.jpg"	0.008	0.256	0	0.736
"11621"	"f008/wlh2_008851.jpg"	0.996	0.002	0.002	0
"11622"	"f008/wlh2_008026.jpg"	0.012	0.104	0	0.884
"11623"	"f008/wlh2_008472.jpg"	0.004	0.12	0	0.876
"11624"	"f008/wlh2_008580.jpg"	0.002	0.22	0	0.778
"11625"	"f008/wlh2_008489.jpg"	0.008	0.092	0	0.9
"11626"	"f008/wlh2_008269.jpg"	0	0.102	0	0.898
"11627"	"f008/wlh2_008917.jpg"	1	0	0	0
"11628"	"f008/wlh2_008254.jpg"	0.002	0.054	0	0.944
"11629"	"f008/wlh2_008175.jpg"	0.028	0.248	0	0.724
"11630"	"f008/wlh2_008104.jpg"	0.002	0.032	0	0.966
"11631"	"f008/wlh2_008847.jpg"	1	0	0	0
"11632"	"f008/wlh2_008294.jpg"	0	0.146	0	0.854
"11633"	"f008/wlh2_008850.jpg"	1	0	0	0
"11634"	"f008/wlh2_008468.jpg"	0.006	0.028	0	0.966
"11635"	"f008/wlh2_008527.jpg"	0	0.048	0	0.952
"11636"	"f008/wlh2_008010.jpg"	0.002	0.098	0	0.9
"11637"	"f008/wlh2_008111.jpg"	0	0.034	0	0.966
"11638"	"f008/wlh2_008712.jpg"	0.68	0.2	0.012	0.108
"11639"	"f008/wlh2_008105.jpg"	0	0.008	0	0.992
"11640"	"f008/wlh2_008474.jpg"	0	0.118	0	0.882
"11641"	"f008/wlh2_008726.jpg"	0.996	0	0	0.004
"11642"	"f008/wlh2_008743.jpg"	0.976	0.018	0.002	0.004
"11643"	"f008/wlh2_008801.jpg"	1	0	0	0
"11644"	"f008/wlh2_008229.jpg"	0.012	0.06	0	0.928
"11645"	"f008/wlh2_008583.jpg"	0.004	0.056	0	0.94
"11646"	"f008/wlh2_008262.jpg"	0.006	0.072	0	0.922
"11647"	"f008/wlh2_008121.jpg"	0	0.074	0	0.926
"11648"	"f008/wlh2_008205.jpg"	0.014	0.072	0	0.914
"11649"	"f008/wlh2_008807.jpg"	0.996	0	0.002	0.002
"11650"	"f008/wlh2_008729.jpg"	0.996	0.002	0.002	0
"11651"	"f008/wlh2_008214.jpg"	0	0.038	0	0.962
"11652"	"f008/wlh2_008471.jpg"	0	0.128	0	0.872
"11653"	"f008/wlh2_008147.jpg"	0.004	0.034	0	0.962
"11654"	"f008/wlh2_008605.jpg"	0.02	0.084	0	0.896
"11655"	"f008/wlh2_008290.jpg"	0	0.128	0	0.872
"11656"	"f008/wlh2_008880.jpg"	1	0	0	0
"11657"	"f008/wlh2_008509.jpg"	0.004	0.116	0	0.88
"11658"	"f008/wlh2_008433.jpg"	0.008	0.174	0	0.818
"11659"	"f008/wlh2_008431.jpg"	0	0.04	0	0.96
"11660"	"f008/wlh2_008014.jpg"	0	0.088	0	0.912
"11661"	"f008/wlh2_008780.jpg"	0.996	0	0.002	0.002
"11662"	"f008/wlh2_008752.jpg"	0.816	0.14	0.006	0.038
"11663"	"f008/wlh2_008060.jpg"	0.004	0.02	0	0.976
"11664"	"f008/wlh2_008466.jpg"	0	0.04	0	0.96
"11665"	"f008/wlh2_008947.jpg"	0.992	0	0.008	0
"11666"	"f008/wlh2_008095.jpg"	0	0.026	0	0.974
"11667"	"f008/wlh2_008423.jpg"	0	0.068	0	0.932
"11668"	"f008/wlh2_008683.jpg"	0.004	0.368	0	0.628
"11669"	"f008/wlh2_008430.jpg"	0.002	0.158	0	0.84
"11670"	"f008/wlh2_008179.jpg"	0.018	0.166	0	0.816
"11671"	"f008/wlh2_008600.jpg"	0.01	0.212	0	0.778
"11672"	"f008/wlh2_008900.jpg"	1	0	0	0
"11673"	"f008/wlh2_008575.jpg"	0.022	0.118	0	0.86
"11674"	"f008/wlh2_008503.jpg"	0.006	0.056	0	0.938
"11675"	"f008/wlh2_008325.jpg"	0.002	0.026	0	0.972
"11676"	"f008/wlh2_008557.jpg"	0	0.016	0	0.984
"11677"	"f008/wlh2_008057.jpg"	0.014	0.068	0	0.918
"11678"	"f008/wlh2_008131.jpg"	0.034	0.178	0	0.788
"11679"	"f008/wlh2_008744.jpg"	0.988	0.004	0	0.008
"11680"	"f008/wlh2_008973.jpg"	0.998	0	0.002	0
"11681"	"f008/wlh2_008568.jpg"	0	0.038	0	0.962
"11682"	"f008/wlh2_008506.jpg"	0.032	0.234	0	0.734
"11683"	"f008/wlh2_008697.jpg"	0.976	0.006	0.012	0.006
"11684"	"f008/wlh2_008444.jpg"	0	0.02	0	0.98
"11685"	"f008/wlh2_008782.jpg"	0.998	0	0	0.002
"11686"	"f008/wlh2_008402.jpg"	0	0.104	0	0.896
"11687"	"f008/wlh2_008943.jpg"	0.996	0	0.004	0
"11688"	"f008/wlh2_008141.jpg"	0.028	0.082	0	0.89
"11689"	"f008/wlh2_008184.jpg"	0.042	0.066	0.002	0.89
"11690"	"f008/wlh2_008781.jpg"	0.996	0	0.004	0
"11691"	"f008/wlh2_008088.jpg"	0.002	0.038	0	0.96
"11692"	"f008/wlh2_008003.jpg"	0.01	0.266	0	0.724
"11693"	"f008/wlh2_008539.jpg"	0.008	0.102	0	0.89
"11694"	"f008/wlh2_008728.jpg"	0.998	0	0	0.002
"11695"	"f008/wlh2_008825.jpg"	0.996	0	0.004	0
"11696"	"f008/wlh2_008763.jpg"	0.988	0.004	0.006	0.002
"11697"	"f008/wlh2_008441.jpg"	0	0.03	0	0.97
"11698"	"f008/wlh2_008142.jpg"	0.014	0.112	0	0.874
"11699"	"f008/wlh2_008959.jpg"	0.962	0.018	0	0.02
"11700"	"f008/wlh2_008797.jpg"	0.99	0.004	0.006	0
"11701"	"f008/wlh2_008309.jpg"	0	0.064	0	0.936
"11702"	"f008/wlh2_008156.jpg"	0	0.014	0	0.986
"11703"	"f008/wlh2_008751.jpg"	0.844	0.108	0.004	0.044
"11704"	"f008/wlh2_008073.jpg"	0.014	0.14	0	0.846
"11705"	"f008/wlh2_008704.jpg"	0.798	0.176	0.004	0.022
"11706"	"f008/wlh2_008984.jpg"	0.99	0	0.01	0
"11707"	"f008/wlh2_008614.jpg"	0.036	0.374	0	0.59
"11708"	"f008/wlh2_008304.jpg"	0.004	0.012	0	0.984
"11709"	"f008/wlh2_008547.jpg"	0.004	0.052	0	0.944
"11710"	"f008/wlh2_008158.jpg"	0	0.018	0	0.982
"11711"	"f008/wlh2_008047.jpg"	0.014	0.194	0	0.792
"11712"	"f008/wlh2_008137.jpg"	0.01	0.09	0	0.9
"11713"	"f008/wlh2_008100.jpg"	0.004	0.04	0	0.956
"11714"	"f008/wlh2_008037.jpg"	0	0.05	0	0.95
"11715"	"f008/wlh2_008865.jpg"	0.992	0.004	0.004	0
"11716"	"f008/wlh2_008844.jpg"	0.988	0.012	0	0
"11717"	"f008/wlh2_008344.jpg"	0.004	0.088	0	0.908
"11718"	"f008/wlh2_008627.jpg"	0.068	0.52	0	0.412
"11719"	"f008/wlh2_008977.jpg"	1	0	0	0
"11720"	"f008/wlh2_008094.jpg"	0	0.11	0	0.89
"11721"	"f008/wlh2_008835.jpg"	0.984	0.008	0	0.008
"11722"	"f008/wlh2_008971.jpg"	1	0	0	0
"11723"	"f008/wlh2_008876.jpg"	1	0	0	0
"11724"	"f008/wlh2_008684.jpg"	0.006	0.448	0	0.546
"11725"	"f008/wlh2_008341.jpg"	0.014	0.332	0	0.654
"11726"	"f008/wlh2_008768.jpg"	0.998	0.002	0	0
"11727"	"f008/wlh2_008809.jpg"	0.998	0	0.002	0
"11728"	"f008/wlh2_008504.jpg"	0.062	0.16	0	0.778
"11729"	"f008/wlh2_008066.jpg"	0.006	0.206	0	0.788
"11730"	"f008/wlh2_008122.jpg"	0	0.012	0	0.988
"11731"	"f008/wlh2_008170.jpg"	0.032	0.166	0	0.802
"11732"	"f008/wlh2_008663.jpg"	0.022	0.474	0	0.504
"11733"	"f008/wlh2_008324.jpg"	0	0.034	0	0.966
"11734"	"f008/wlh2_008330.jpg"	0.004	0.076	0	0.92
"11735"	"f008/wlh2_008012.jpg"	0	0.038	0	0.962
"11736"	"f008/wlh2_008207.jpg"	0.002	0.086	0	0.912
"11737"	"f008/wlh2_008925.jpg"	1	0	0	0
"11738"	"f008/wlh2_008040.jpg"	0.002	0.02	0	0.978
"11739"	"f008/wlh2_008964.jpg"	1	0	0	0
"11740"	"f008/wlh2_008519.jpg"	0	0.068	0	0.932
"11741"	"f008/wlh2_008707.jpg"	0.654	0.298	0.004	0.044
"11742"	"f008/wlh2_008118.jpg"	0	0.026	0	0.974
"11743"	"f008/wlh2_008972.jpg"	1	0	0	0
"11744"	"f008/wlh2_008909.jpg"	1	0	0	0
"11745"	"f008/wlh2_008530.jpg"	0	0.02	0	0.98
"11746"	"f008/wlh2_008885.jpg"	1	0	0	0
"11747"	"f008/wlh2_008392.jpg"	0.002	0.036	0	0.962
"11748"	"f008/wlh2_008664.jpg"	0.038	0.414	0	0.548
"11749"	"f008/wlh2_008695.jpg"	0.402	0.434	0	0.164
"11750"	"f008/wlh2_008499.jpg"	0.012	0.086	0	0.902
"11751"	"f008/wlh2_008617.jpg"	0.07	0.452	0	0.478
"11752"	"f008/wlh2_008413.jpg"	0.002	0.084	0	0.914
"11753"	"f008/wlh2_008996.jpg"	1	0	0	0
"11754"	"f008/wlh2_008482.jpg"	0.01	0.374	0	0.616
"11755"	"f008/wlh2_008247.jpg"	0.002	0.198	0	0.8
"11756"	"f008/wlh2_008569.jpg"	0.006	0.134	0	0.86
"11757"	"f008/wlh2_008516.jpg"	0.008	0.012	0	0.98
"11758"	"f008/wlh2_008640.jpg"	0.074	0.392	0	0.534
"11759"	"f008/wlh2_008553.jpg"	0	0.032	0	0.968
"11760"	"f008/wlh2_008011.jpg"	0.004	0.06	0	0.936
"11761"	"f008/wlh2_008078.jpg"	0	0.066	0	0.934
"11762"	"f008/wlh2_008421.jpg"	0.002	0.132	0	0.866
"11763"	"f008/wlh2_008753.jpg"	0.912	0.076	0.002	0.01
"11764"	"f008/wlh2_008501.jpg"	0.008	0.052	0	0.94
"11765"	"f008/wlh2_008368.jpg"	0.002	0.08	0	0.918
"11766"	"f008/wlh2_008659.jpg"	0.036	0.452	0	0.512
"11767"	"f008/wlh2_008059.jpg"	0	0.006	0	0.994
"11768"	"f008/wlh2_008765.jpg"	1	0	0	0
"11769"	"f008/wlh2_008146.jpg"	0	0.012	0	0.988
"11770"	"f008/wlh2_008002.jpg"	0.008	0.09	0	0.902
"11771"	"f008/wlh2_008735.jpg"	0.988	0.008	0.002	0.002
"11772"	"f008/wlh2_008930.jpg"	1	0	0	0
"11773"	"f008/wlh2_008897.jpg"	1	0	0	0
"11774"	"f008/wlh2_008191.jpg"	0.008	0.064	0	0.928
"11775"	"f008/wlh2_008475.jpg"	0	0.046	0	0.954
"11776"	"f008/wlh2_008736.jpg"	0.944	0.036	0.002	0.018
"11777"	"f008/wlh2_008896.jpg"	1	0	0	0
"11778"	"f008/wlh2_008666.jpg"	0.042	0.366	0	0.592
"11779"	"f008/wlh2_008342.jpg"	0.058	0.218	0	0.724
"11780"	"f008/wlh2_008815.jpg"	1	0	0	0
"11781"	"f008/wlh2_008598.jpg"	0.002	0.036	0	0.962
"11782"	"f008/wlh2_008405.jpg"	0	0.06	0	0.94
"11783"	"f008/wlh2_008428.jpg"	0.048	0.058	0	0.894
"11784"	"f008/wlh2_008397.jpg"	0.014	0.148	0	0.838
"11785"	"f008/wlh2_008540.jpg"	0	0.072	0	0.928
"11786"	"f008/wlh2_008316.jpg"	0.014	0.138	0	0.848
"11787"	"f008/wlh2_008388.jpg"	0.006	0.294	0	0.7
"11788"	"f008/wlh2_008543.jpg"	0.002	0.086	0	0.912
"11789"	"f008/wlh2_008632.jpg"	0.012	0.174	0	0.814
"11790"	"f008/wlh2_008936.jpg"	1	0	0	0
"11791"	"f008/wlh2_008645.jpg"	0.052	0.31	0	0.638
"11792"	"f008/wlh2_008939.jpg"	0.998	0	0.002	0
"11793"	"f008/wlh2_008038.jpg"	0	0.03	0	0.97
"11794"	"f008/wlh2_008599.jpg"	0.002	0.156	0	0.842
"11795"	"f008/wlh2_008669.jpg"	0.044	0.354	0	0.602
"11796"	"f008/wlh2_008877.jpg"	0.998	0	0.002	0
"11797"	"f008/wlh2_008526.jpg"	0.002	0.01	0	0.988
"11798"	"f008/wlh2_008367.jpg"	0.006	0.082	0	0.912
"11799"	"f008/wlh2_008335.jpg"	0	0.092	0	0.908
"11800"	"f008/wlh2_008063.jpg"	0.004	0.064	0	0.932
"11801"	"f008/wlh2_008299.jpg"	0.002	0.068	0	0.93
"11802"	"f008/wlh2_008767.jpg"	0.998	0.002	0	0
"11803"	"f008/wlh2_008613.jpg"	0.026	0.448	0	0.526
"11804"	"f008/wlh2_008668.jpg"	0.024	0.382	0	0.594
"11805"	"f008/wlh2_008197.jpg"	0.17	0.358	0	0.472
"11806"	"f008/wlh2_008071.jpg"	0.028	0.254	0	0.718
"11807"	"f008/wlh2_008043.jpg"	0.006	0.052	0	0.942
"11808"	"f008/wlh2_008579.jpg"	0.006	0.292	0	0.702
"11809"	"f008/wlh2_008323.jpg"	0.002	0.072	0	0.926
"11810"	"f008/wlh2_008620.jpg"	0.154	0.316	0	0.53
"11811"	"f008/wlh2_008544.jpg"	0.004	0.094	0	0.902
"11812"	"f008/wlh2_008992.jpg"	1	0	0	0
"11813"	"f008/wlh2_008863.jpg"	0.998	0	0.002	0
"11814"	"f008/wlh2_008916.jpg"	1	0	0	0
"11815"	"f008/wlh2_008843.jpg"	0.986	0.006	0.006	0.002
"11816"	"f008/wlh2_008173.jpg"	0.024	0.242	0	0.734
"11817"	"f008/wlh2_008546.jpg"	0	0.044	0	0.956
"11818"	"f008/wlh2_008404.jpg"	0	0.112	0	0.888
"11819"	"f008/wlh2_008534.jpg"	0.012	0.26	0	0.728
"11820"	"f008/wlh2_008675.jpg"	0.034	0.364	0	0.602
"11821"	"f008/wlh2_008249.jpg"	0	0.136	0	0.864
"11822"	"f008/wlh2_008741.jpg"	0.972	0.008	0.016	0.004
"11823"	"f008/wlh2_008589.jpg"	0.038	0.216	0	0.746
"11824"	"f008/wlh2_008791.jpg"	1	0	0	0
"11825"	"f008/wlh2_008255.jpg"	0	0.01	0	0.99
"11826"	"f008/wlh2_008465.jpg"	0	0.04	0	0.96
"11827"	"f008/wlh2_008805.jpg"	0.998	0	0.002	0
"11828"	"f008/wlh2_008182.jpg"	0.026	0.08	0	0.894
"11829"	"f008/wlh2_008691.jpg"	0.132	0.376	0	0.492
"11830"	"f008/wlh2_008494.jpg"	0	0.086	0	0.914
"11831"	"f008/wlh2_008705.jpg"	0.734	0.232	0.002	0.032
"11832"	"f008/wlh2_008537.jpg"	0.002	0.056	0	0.942
"11833"	"f008/wlh2_008074.jpg"	0.002	0.144	0	0.854
"11834"	"f008/wlh2_008049.jpg"	0.166	0.312	0	0.522
"11835"	"f008/wlh2_008995.jpg"	1	0	0	0
"11836"	"f008/wlh2_008082.jpg"	0	0.026	0	0.974
"11837"	"f008/wlh2_008391.jpg"	0.004	0.07	0	0.926
"11838"	"f008/wlh2_008848.jpg"	1	0	0	0
"11839"	"f008/wlh2_008783.jpg"	0.998	0	0	0.002
