"Carbonate sand"	"Coral rubble"	"Indeterminate"	"Live reef"	"Senile coral reef"	"Thalassia"
"3055"	0.978	0.012	0	0	0.01	0
"3056"	0.988	0.006	0	0	0.006	0
"3057"	0.842	0.094	0	0	0.064	0
"3058"	0.776	0.156	0	0	0.068	0
"3059"	0.79	0.176	0	0	0.034	0
"3060"	0.196	0.764	0	0	0.04	0
"3061"	0.108	0.794	0	0	0.096	0.002
"3062"	0.02	0.91	0	0	0.068	0.002
"3063"	0.04	0.832	0	0	0.128	0
"3064"	0.188	0.73	0	0	0.082	0
"3065"	0.028	0.818	0	0	0.154	0
"3066"	0.182	0.718	0	0	0.1	0
"3067"	0.006	0.026	0	0	0.968	0
"3068"	0.002	0.02	0	0	0.978	0
"3069"	0.034	0.228	0	0	0.738	0
"3070"	0.016	0.742	0	0	0.242	0
"3071"	0.004	0.09	0	0	0.906	0
"3072"	0.004	0.076	0	0	0.92	0
"3073"	0	0.766	0	0	0.234	0
"3074"	0.018	0.862	0	0	0.12	0
"3075"	0	0.772	0	0	0.228	0
"3076"	0.024	0.746	0	0	0.23	0
"3077"	0.008	0.03	0	0	0.962	0
"3078"	0	0.094	0	0	0.906	0
"3079"	0.074	0.804	0	0	0.122	0
"3080"	0.004	0.036	0	0	0.96	0
"3081"	0.028	0.814	0	0	0.158	0
"3082"	0.004	0.064	0	0	0.932	0
"3083"	0.014	0.784	0	0	0.202	0
"3084"	0.024	0.854	0	0	0.122	0
"3085"	0.018	0.848	0	0	0.134	0
"3086"	0.04	0.81	0	0	0.15	0
"3087"	0.002	0.7	0	0	0.298	0
"3088"	0.092	0.056	0	0	0.852	0
"3089"	0.05	0.704	0	0.002	0.244	0
"3090"	0.024	0.806	0	0	0.17	0
"3091"	0.048	0.114	0	0	0.838	0
"3092"	0.006	0.848	0	0	0.146	0
"3093"	0.05	0.142	0	0	0.808	0
"3094"	0.074	0.15	0	0	0.776	0
"3095"	0.022	0.108	0	0	0.87	0
"3096"	0.008	0.122	0	0	0.87	0
"3097"	0.004	0.122	0	0	0.874	0
"3098"	0.01	0.07	0	0	0.92	0
"3099"	0.036	0.742	0	0	0.222	0
"3100"	0.182	0.746	0	0	0.072	0
"3101"	0.064	0.776	0	0	0.16	0
"3102"	0.004	0.048	0	0	0.948	0
"3103"	0.048	0.104	0	0	0.848	0
"3104"	0.004	0.024	0	0	0.972	0
"3105"	0.004	0.046	0	0	0.95	0
"3106"	0.016	0.09	0	0	0.894	0
"3107"	0	0.024	0	0	0.976	0
"3108"	0.188	0.064	0	0	0.748	0
"3109"	0.214	0.022	0	0	0.764	0
"3110"	0.146	0.026	0	0	0.828	0
"3111"	0.024	0.036	0	0	0.94	0
"3112"	0.082	0.072	0	0	0.846	0
"3113"	0.032	0.102	0	0	0.866	0
"3114"	0.076	0.072	0	0	0.852	0
"3115"	0.128	0.028	0	0	0.844	0
"3116"	0.05	0.066	0	0	0.884	0
"3117"	0.846	0.09	0	0	0.064	0
"3118"	0.02	0.126	0	0	0.854	0
"3119"	0.152	0.106	0	0	0.74	0.002
"3120"	0.834	0.136	0	0	0.03	0
"3121"	0.02	0.066	0	0	0.914	0
"3122"	0.178	0.04	0	0	0.782	0
"3123"	0.024	0.056	0	0	0.92	0
"3124"	0.012	0.036	0	0	0.952	0
"3125"	0.136	0.062	0	0	0.802	0
"3126"	0.088	0.042	0	0	0.87	0
"3127"	0.866	0.042	0	0	0.092	0
"3128"	0.318	0.022	0	0	0.66	0
"3129"	0.04	0.034	0	0	0.926	0
"3130"	0.026	0.08	0	0	0.894	0
"3131"	0.062	0.064	0	0	0.874	0
"3132"	0.014	0.062	0	0	0.924	0
"3133"	0.044	0.096	0	0	0.86	0
"3134"	0.056	0.102	0	0	0.842	0
"3135"	0.076	0.05	0	0	0.874	0
"3136"	0.29	0.012	0	0	0.698	0
"3137"	0.206	0.074	0	0	0.72	0
"3138"	0.036	0.084	0	0	0.88	0
"3139"	0.868	0.062	0	0	0.07	0
"3140"	0.936	0.01	0	0	0.054	0
"3141"	0.022	0.098	0	0	0.88	0
"3142"	0.192	0.06	0	0	0.748	0
"3143"	0.024	0.036	0	0	0.94	0
"3144"	0.052	0.07	0	0	0.878	0
"3145"	0.038	0.088	0	0	0.874	0
"3146"	0.004	0.028	0	0	0.968	0
"3147"	0.056	0.118	0	0	0.826	0
"3148"	0.986	0.008	0	0	0.006	0
"3149"	0.216	0.73	0	0	0.054	0
"3150"	0.98	0.006	0	0	0.014	0
"3151"	0.086	0.768	0	0	0.146	0
"3152"	0.044	0.068	0	0	0.888	0
"3153"	0.07	0.242	0	0	0.688	0
"3154"	0.062	0.818	0	0	0.12	0
"3155"	0.136	0.788	0	0	0.076	0
"3156"	0.098	0.098	0	0	0.804	0
"3157"	0.014	0.056	0	0	0.93	0
"3158"	0.046	0.064	0	0	0.89	0
"3159"	0.068	0.832	0	0	0.1	0
"3160"	0.016	0.132	0	0	0.852	0
"3161"	0.006	0.088	0	0	0.906	0
"3162"	0.078	0.138	0	0	0.784	0
"3163"	0.056	0.09	0	0	0.854	0
"3164"	0.028	0.09	0	0	0.882	0
"3165"	0.042	0.086	0	0	0.872	0
"3166"	0.028	0.044	0	0	0.928	0
"3167"	0.006	0.064	0	0	0.93	0
"3168"	0.012	0.914	0	0	0.074	0
"3169"	0.044	0.906	0	0	0.048	0.002
"3170"	0.112	0.854	0	0	0.032	0.002
"3171"	0.036	0.88	0	0	0.082	0.002
"3172"	0.02	0.926	0	0	0.054	0
"3173"	0.036	0.878	0	0	0.086	0
"3174"	0.028	0.876	0	0	0.096	0
"3175"	0.16	0.76	0	0	0.08	0
"3176"	0.996	0.002	0	0	0.002	0
"3177"	0.992	0.006	0	0.002	0	0
"3178"	0.246	0.724	0	0	0.03	0
"3179"	0.996	0.002	0	0	0.002	0
"3180"	0.996	0.004	0	0	0	0
"3181"	0.986	0.006	0	0.004	0.004	0
"3182"	1	0	0	0	0	0
"3183"	0.998	0	0	0.002	0	0
"3184"	0.994	0	0	0.006	0	0
"3185"	0.996	0.002	0	0	0.002	0
"3186"	0.994	0	0	0.006	0	0
"3187"	0.998	0.002	0	0	0	0
"3188"	1	0	0	0	0	0
"3189"	0.986	0.002	0	0.012	0	0
"3190"	0.998	0	0	0.002	0	0
"3191"	1	0	0	0	0	0
"3192"	0.998	0	0	0.002	0	0
"3193"	0.994	0.002	0	0.004	0	0
"3194"	1	0	0	0	0	0
"3195"	0.998	0	0	0.002	0	0
"3196"	0.998	0	0	0.002	0	0
"3197"	0.994	0.002	0	0.004	0	0
"3198"	0.988	0.006	0	0.004	0.002	0
"3199"	0.998	0.002	0	0	0	0
"3200"	1	0	0	0	0	0
"3201"	0.996	0.002	0	0.002	0	0
"3202"	0.996	0.004	0	0	0	0
"3203"	0.996	0	0	0.002	0.002	0
"3204"	0.998	0.002	0	0	0	0
"3205"	0.996	0.002	0	0	0.002	0
"3206"	0.984	0.004	0	0.008	0.004	0
"3207"	0.942	0.05	0	0.002	0.006	0
"3208"	0.928	0.04	0	0.004	0.028	0
"3209"	0.854	0.096	0	0	0.05	0
"3210"	0.834	0.104	0	0.002	0.06	0
"3211"	0.9	0.082	0	0.002	0.016	0
"3212"	0.954	0.042	0	0.002	0.002	0
"3213"	0.268	0.72	0	0	0.012	0
"3214"	0.946	0.048	0	0	0.006	0
"3215"	0.99	0.006	0	0.004	0	0
"3216"	0.962	0.036	0	0	0.002	0
"3217"	0.92	0.074	0	0	0.006	0
"3218"	0.958	0.028	0	0.004	0.01	0
"3219"	0.954	0.03	0	0.008	0.008	0
"3220"	0.99	0.004	0	0.002	0.004	0
"3221"	0.948	0.034	0	0	0.018	0
"3222"	0.974	0.012	0	0	0.014	0
"3223"	0.984	0.012	0	0.002	0.002	0
"3224"	0.998	0	0	0.002	0	0
"3225"	0.98	0.014	0	0	0.006	0
"3226"	0.972	0.022	0	0	0.006	0
"3227"	0.976	0.004	0	0.018	0.002	0
"3228"	0.978	0.014	0	0.006	0.002	0
"3229"	0.99	0.004	0	0.004	0.002	0
"3230"	0.992	0.004	0	0	0.004	0
"3231"	0.962	0.028	0	0.006	0.004	0
"3232"	0.922	0.058	0	0.014	0.006	0
"3233"	0.3	0.692	0	0	0.008	0
"3234"	0.984	0.012	0	0	0.004	0
"3235"	0.932	0.054	0	0.006	0.008	0
"3236"	0.974	0.01	0	0	0.016	0
"3237"	0.99	0.01	0	0	0	0
"3238"	0.912	0.078	0	0	0.01	0
"3239"	0.926	0.068	0	0	0.006	0
"3240"	0.172	0.772	0	0	0.056	0
"3241"	0.274	0.708	0	0	0.018	0
"3242"	0.23	0.762	0	0	0.008	0
"3243"	0.934	0.05	0	0.008	0.008	0
"3244"	0.928	0.026	0	0.002	0.044	0
"3245"	0.97	0.016	0	0	0.014	0
"3246"	0.292	0.694	0	0.002	0.012	0
"3247"	0.254	0.74	0	0	0.006	0
"3248"	0.884	0.078	0	0.004	0.034	0
"3249"	0.224	0.092	0	0.002	0.682	0
"3250"	0.352	0.642	0	0.002	0.004	0
"3251"	0.866	0.128	0	0.002	0.004	0
"3252"	0.068	0.826	0	0.002	0.104	0
"3253"	0.278	0.694	0	0	0.028	0
"3254"	0.288	0.712	0	0	0	0
"3255"	0.898	0.098	0	0	0.004	0
"3256"	0.15	0.818	0	0	0.032	0
"3257"	0.828	0.106	0	0.002	0.064	0
"3258"	0.354	0.024	0	0	0.622	0
"3259"	0.86	0.132	0	0	0.008	0
"3260"	0.172	0.796	0	0	0.032	0
"3261"	0.082	0.852	0	0.008	0.058	0
"3262"	0.21	0.772	0	0	0.018	0
"3263"	0.956	0.036	0	0.006	0.002	0
"3264"	0.224	0.746	0	0	0.03	0
"3265"	0.88	0.094	0	0.002	0.024	0
"3266"	0.778	0.19	0	0.006	0.026	0
"3267"	0.138	0.796	0	0	0.066	0
"3268"	0.078	0.83	0	0	0.092	0
"3269"	0.224	0.736	0	0	0.04	0
"3270"	0.074	0.852	0	0	0.074	0
"3271"	0.046	0.842	0	0	0.112	0
"3272"	0.052	0.874	0	0	0.074	0
"3273"	0.262	0.718	0	0	0.02	0
"3274"	0.19	0.772	0	0.002	0.036	0
"3275"	0.77	0.216	0	0	0.014	0
"3276"	0.896	0.086	0	0	0.018	0
"3277"	0.776	0.172	0	0.002	0.05	0
"3278"	0.104	0.86	0	0	0.036	0
"3279"	0.928	0.05	0	0	0.022	0
"3280"	0.83	0.126	0	0.01	0.034	0
"3281"	0.878	0.11	0	0	0.012	0
"3282"	0.964	0.028	0	0	0.008	0
"3283"	0.864	0.11	0	0.012	0.014	0
"3284"	0.78	0.13	0	0.004	0.086	0
"3285"	0.238	0.744	0	0	0.018	0
"3286"	0.806	0.146	0	0	0.048	0
"3287"	0.914	0.05	0	0.004	0.032	0
"3288"	0.904	0.082	0	0	0.014	0
"3289"	0.84	0.078	0	0	0.082	0
"3290"	0.834	0.128	0	0.002	0.036	0
"3291"	0.938	0.056	0	0	0.006	0
"3292"	0.988	0.006	0	0.004	0.002	0
"3293"	0.88	0.116	0	0	0.004	0
"3294"	0.87	0.128	0	0	0.002	0
"3295"	0.924	0.054	0	0.008	0.014	0
"3296"	0.916	0.078	0	0	0.006	0
"3297"	0.964	0.012	0	0.02	0.004	0
"3298"	0.964	0.026	0	0.006	0.004	0
"3299"	0.996	0.004	0	0	0	0
"3300"	0.896	0.096	0	0.002	0.006	0
"3301"	0.816	0.122	0	0	0.062	0
"3302"	0.284	0.678	0	0	0.038	0
"3303"	0.876	0.104	0	0	0.02	0
"3304"	0.066	0.846	0	0	0.088	0
"3305"	0.064	0.836	0	0.002	0.098	0
"3306"	0.236	0.708	0	0	0.056	0
"3307"	0.262	0.724	0	0	0.014	0
"3308"	0.8	0.182	0	0	0.018	0
"3309"	0.872	0.098	0	0	0.03	0
"3310"	0.944	0.056	0	0	0	0
"3311"	0.984	0.008	0	0.006	0.002	0
"3312"	0.986	0.01	0	0.002	0.002	0
"3313"	0.998	0	0	0	0.002	0
"3314"	0.986	0.01	0	0.004	0	0
"3315"	0.988	0.01	0	0	0.002	0
"3316"	0.992	0.008	0	0	0	0
"3317"	0.97	0.008	0	0	0.022	0
"3318"	0.994	0.006	0	0	0	0
"3319"	0.782	0.062	0	0	0.156	0
"3320"	0.962	0.02	0	0	0.018	0
"3321"	0.994	0.006	0	0	0	0
"3322"	0.998	0.002	0	0	0	0
"3323"	0.962	0.014	0	0	0.024	0
"3324"	0.954	0.03	0	0	0.016	0
"3325"	0.99	0.008	0	0	0.002	0
"3326"	0.94	0.028	0	0	0.032	0
"3327"	0.896	0.064	0	0	0.04	0
"3328"	0.934	0.056	0	0.002	0.008	0
"3329"	0.988	0.006	0	0	0.006	0
"3330"	0.992	0.004	0	0	0.004	0
"3331"	0.96	0.032	0	0.004	0.004	0
"3332"	0.964	0.034	0	0	0.002	0
"3333"	0.994	0.006	0	0	0	0
"3334"	0.984	0.012	0	0	0.004	0
"3335"	0.864	0.046	0	0	0.09	0
"3336"	0.976	0.024	0	0	0	0
"3337"	0.984	0.002	0	0	0.014	0
"3338"	0.932	0.054	0	0	0.012	0.002
"3339"	0.994	0.004	0	0	0.002	0
"3340"	0.996	0.002	0	0	0.002	0
"3341"	0.988	0.012	0	0	0	0
"3342"	1	0	0	0	0	0
"3343"	0.992	0.004	0	0	0.004	0
"3344"	0.98	0.002	0	0	0.018	0
"3345"	0.996	0.002	0	0	0.002	0
"3346"	1	0	0	0	0	0
"3347"	0.992	0.004	0	0	0.004	0
"3348"	0.986	0.006	0	0	0.008	0
"3349"	0.998	0.002	0	0	0	0
"3350"	1	0	0	0	0	0
"3351"	0.998	0.002	0	0	0	0
"3352"	0.998	0.002	0	0	0	0
"3353"	0.996	0	0	0.002	0.002	0
"3354"	0.988	0.004	0	0.004	0.004	0
"3355"	0.994	0.002	0	0	0.004	0
"3356"	0.988	0.002	0	0.004	0.006	0
"3357"	0.976	0.01	0	0.008	0.006	0
"3358"	0.992	0.002	0	0.006	0	0
"3359"	0.992	0.004	0	0.004	0	0
"3360"	0.996	0.004	0	0	0	0
"3361"	0.996	0	0	0.004	0	0
"3362"	0.996	0.002	0	0.002	0	0
"3363"	1	0	0	0	0	0
"3364"	1	0	0	0	0	0
"3365"	0.998	0.002	0	0	0	0
"3366"	0.996	0	0	0.002	0.002	0
"3367"	0.982	0.008	0	0.006	0.004	0
"3368"	0.998	0.002	0	0	0	0
"3369"	1	0	0	0	0	0
"3370"	1	0	0	0	0	0
"3371"	0.996	0	0	0.004	0	0
"3372"	0.998	0	0	0.002	0	0
"3373"	0.994	0	0	0.004	0.002	0
"3374"	0.998	0	0	0.002	0	0
"3375"	0.996	0.002	0	0	0.002	0
"3376"	0.998	0	0	0.002	0	0
"3377"	0.97	0.002	0	0.028	0	0
"3378"	0.992	0	0.002	0.006	0	0
"3379"	1	0	0	0	0	0
"3380"	0.994	0.002	0	0.004	0	0
"3381"	0.998	0	0	0.002	0	0
"3382"	0.992	0	0	0.008	0	0
"3383"	0.988	0	0	0.01	0.002	0
"3384"	0.998	0	0	0.002	0	0
"3385"	1	0	0	0	0	0
"3386"	0.994	0	0	0.004	0.002	0
"3387"	1	0	0	0	0	0
"3388"	0.996	0	0	0.004	0	0
"3389"	1	0	0	0	0	0
"3390"	0.998	0	0	0.002	0	0
"3391"	1	0	0	0	0	0
"3392"	0.998	0.002	0	0	0	0
"3393"	1	0	0	0	0	0
"3394"	1	0	0	0	0	0
"3395"	1	0	0	0	0	0
"3396"	1	0	0	0	0	0
"3397"	1	0	0	0	0	0
"3398"	0.998	0	0	0.002	0	0
"3399"	1	0	0	0	0	0
"3400"	0.996	0	0	0.004	0	0
"3401"	1	0	0	0	0	0
"3402"	0.978	0.002	0	0.004	0.016	0
"3403"	1	0	0	0	0	0
"3404"	1	0	0	0	0	0
"3405"	1	0	0	0	0	0
"3406"	1	0	0	0	0	0
"3407"	0.998	0	0	0.002	0	0
"3408"	0.998	0	0	0.002	0	0
"3409"	1	0	0	0	0	0
"3410"	1	0	0	0	0	0
"3411"	1	0	0	0	0	0
"3412"	1	0	0	0	0	0
"3413"	0.998	0	0	0.002	0	0
"3414"	1	0	0	0	0	0
"3415"	1	0	0	0	0	0
"3416"	1	0	0	0	0	0
"3417"	1	0	0	0	0	0
"3418"	1	0	0	0	0	0
"3419"	1	0	0	0	0	0
"3420"	1	0	0	0	0	0
"3421"	0.994	0	0	0.006	0	0
"3422"	0.994	0.002	0	0.004	0	0
"3423"	1	0	0	0	0	0
"3424"	0.996	0	0	0.004	0	0
"3425"	1	0	0	0	0	0
"3426"	0.994	0	0	0.006	0	0
"3427"	1	0	0	0	0	0
"3428"	0.998	0	0	0.002	0	0
"3429"	0.994	0	0	0.006	0	0
"3430"	0.97	0	0	0.03	0	0
"3431"	1	0	0	0	0	0
"3432"	0.992	0	0	0.008	0	0
"3433"	0.968	0	0	0.032	0	0
"3434"	0.992	0	0	0.008	0	0
"3435"	0.988	0	0	0.012	0	0
"3436"	0.994	0	0.002	0.004	0	0
"3437"	0.968	0	0	0.032	0	0
"3438"	0.99	0	0	0.01	0	0
"3439"	0.996	0	0	0.004	0	0
"3440"	0.996	0	0	0.004	0	0
"3441"	0.998	0	0	0.002	0	0
"3442"	0.994	0	0	0.006	0	0
"3443"	0.994	0	0	0.006	0	0
"3444"	0.996	0	0	0.004	0	0
"3445"	0.998	0	0	0.002	0	0
"3446"	1	0	0	0	0	0
"3447"	0.99	0	0	0.01	0	0
"3448"	0.99	0	0	0.01	0	0
"3449"	0.998	0	0	0.002	0	0
"3450"	0.994	0.002	0	0.004	0	0
"3451"	0.992	0	0	0.008	0	0
"3452"	0.996	0	0	0.004	0	0
"3453"	0.992	0	0	0.008	0	0
"3454"	0.998	0	0	0.002	0	0
"3455"	0.994	0	0	0.006	0	0
"3456"	0.986	0	0	0.014	0	0
"3457"	0.97	0	0.006	0.024	0	0
"3458"	0.99	0	0	0.01	0	0
"3459"	1	0	0	0	0	0
"3460"	0.99	0	0	0.01	0	0
"3461"	0.988	0	0	0.012	0	0
"3462"	0.994	0	0	0.006	0	0
"3463"	0.984	0	0	0.016	0	0
"3464"	0.988	0	0	0.012	0	0
"3465"	0.986	0	0	0.014	0	0
"3466"	0.994	0	0	0.006	0	0
"3467"	0.992	0	0	0.008	0	0
"3468"	1	0	0	0	0	0
"3469"	0.996	0	0	0.004	0	0
"3470"	1	0	0	0	0	0
"3471"	0.988	0	0.002	0.01	0	0
"3472"	1	0	0	0	0	0
"3473"	0.996	0	0	0.004	0	0
"3474"	0.998	0	0	0.002	0	0
"3475"	0.994	0	0	0.006	0	0
"3476"	1	0	0	0	0	0
"3477"	0.994	0	0	0.006	0	0
"3478"	0.994	0	0	0.006	0	0
"3479"	0.998	0	0	0.002	0	0
"3480"	0.998	0	0	0.002	0	0
"3481"	0.998	0	0	0.002	0	0
"3482"	0.988	0	0	0.012	0	0
"3483"	0.982	0	0	0.018	0	0
"3484"	0.992	0	0.002	0.006	0	0
"3485"	1	0	0	0	0	0
"3486"	0.996	0	0.002	0.002	0	0
"3487"	1	0	0	0	0	0
"3488"	1	0	0	0	0	0
"3489"	1	0	0	0	0	0
"3490"	1	0	0	0	0	0
"3491"	1	0	0	0	0	0
"3492"	1	0	0	0	0	0
"3493"	1	0	0	0	0	0
"3494"	1	0	0	0	0	0
"3495"	0.996	0	0.004	0	0	0
"3496"	1	0	0	0	0	0
"3497"	0.998	0	0.002	0	0	0
"3498"	0.998	0	0.002	0	0	0
"3499"	0.99	0	0.008	0.002	0	0
"3500"	1	0	0	0	0	0
"3501"	0.992	0	0.008	0	0	0
"3502"	0.954	0	0.042	0.002	0.002	0
"3503"	0.98	0	0.012	0.008	0	0
"3504"	1	0	0	0	0	0
"3505"	0.994	0	0	0.004	0.002	0
"3506"	0.92	0	0.08	0	0	0
"3507"	0.996	0	0	0.004	0	0
"3508"	0.766	0	0.234	0	0	0
"3509"	0.982	0	0.014	0.004	0	0
"3510"	0.78	0	0.22	0	0	0
"3511"	0.842	0	0.158	0	0	0
"3512"	0.966	0	0.022	0.012	0	0
"3513"	0.982	0	0.012	0.006	0	0
"3514"	0.984	0	0.016	0	0	0
"3515"	0.95	0	0.024	0.026	0	0
"3516"	0.926	0	0.002	0.072	0	0
"3517"	0.848	0.006	0.014	0.128	0.004	0
"3518"	0.896	0	0.028	0.076	0	0
"3519"	0.95	0	0.01	0.04	0	0
"3520"	0.974	0.002	0.006	0.018	0	0
"3521"	0.984	0	0.006	0.01	0	0
"3522"	0.836	0	0.082	0.082	0	0
"3523"	0.882	0	0.004	0.114	0	0
"3524"	0.926	0	0	0.074	0	0
"3525"	0.752	0.004	0.006	0.236	0.002	0
"3526"	0.124	0	0.07	0.806	0	0
"3527"	0.124	0	0.006	0.87	0	0
"3528"	0.176	0.002	0.006	0.816	0	0
"3529"	0.182	0.006	0.002	0.81	0	0
"3530"	0.22	0	0.004	0.776	0	0
"3531"	0.176	0.002	0.006	0.812	0.004	0
"3532"	0.114	0.002	0.006	0.876	0.002	0
"3533"	0.278	0.008	0.002	0.712	0	0
"3534"	0.358	0.012	0	0.626	0.004	0
"3535"	0.292	0.036	0	0.67	0.002	0
"3536"	0.226	0.014	0	0.756	0.004	0
"3537"	0.088	0.002	0.006	0.904	0	0
"3538"	0.148	0.01	0.008	0.822	0.012	0
"3539"	0.222	0.014	0	0.742	0.022	0
"3540"	0.182	0.012	0.008	0.794	0.004	0
"3541"	0.946	0.002	0.002	0.05	0	0
"3542"	0.212	0.006	0.006	0.764	0.012	0
"3543"	0.21	0.006	0	0.782	0.002	0
"3544"	0.308	0.002	0	0.69	0	0
"3545"	0.244	0.012	0	0.734	0.01	0
"3546"	0.206	0.002	0	0.792	0	0
"3547"	0.278	0.002	0	0.72	0	0
"3548"	0.17	0.002	0.002	0.826	0	0
"3549"	0.06	0	0.072	0.868	0	0
"3550"	0.068	0	0.738	0.194	0	0
"3551"	0.642	0.002	0.162	0.192	0.002	0
"3552"	0.114	0.004	0.836	0.046	0	0
"3553"	0.076	0	0.792	0.132	0	0
"3554"	0.11	0	0.708	0.182	0	0
"3555"	0.126	0	0.158	0.716	0	0
"3556"	0.04	0	0.038	0.922	0	0
"3557"	0.056	0	0.09	0.854	0	0
"3558"	0.094	0.004	0.168	0.734	0	0
"3559"	0.094	0	0.722	0.184	0	0
"3560"	0.11	0.004	0.786	0.1	0	0
"3561"	0.112	0	0.848	0.038	0.002	0
"3562"	0.096	0	0.898	0.006	0	0
"3563"	0.246	0	0.706	0.048	0	0
"3564"	0.168	0	0.816	0.016	0	0
"3565"	0.11	0	0.87	0.02	0	0
"3566"	0.112	0	0.88	0.008	0	0
"3567"	0	0	1	0	0	0
"3568"	0.064	0	0.934	0.002	0	0
"3569"	0.042	0	0.958	0	0	0
"3570"	0	0	1	0	0	0
"3571"	0.032	0	0.968	0	0	0
"3572"	0	0	1	0	0	0
"3573"	0.002	0	0.998	0	0	0
"3574"	0	0	1	0	0	0
"3575"	0	0	1	0	0	0
"3576"	0	0	1	0	0	0
"3577"	0	0	1	0	0	0
"3578"	0	0	1	0	0	0
"3579"	0	0	1	0	0	0
"3580"	0	0	1	0	0	0
"3581"	0	0	1	0	0	0
"3582"	0	0	1	0	0	0
"3583"	0	0	1	0	0	0
"3584"	0	0	1	0	0	0
"3585"	0	0	1	0	0	0
"3586"	0	0	1	0	0	0
"3587"	0	0	1	0	0	0
"3588"	0	0	1	0	0	0
"3589"	0	0	1	0	0	0
"3590"	0	0	1	0	0	0
"3591"	0.006	0	0.994	0	0	0
"3592"	0	0	1	0	0	0
"3593"	0	0	1	0	0	0
"3594"	0	0	1	0	0	0
"3595"	0	0	1	0	0	0
"3596"	0	0	1	0	0	0
"3597"	0	0	1	0	0	0
"3598"	0	0	1	0	0	0
"3599"	0	0	1	0	0	0
"3600"	0.006	0	0.994	0	0	0
"3601"	0	0	1	0	0	0
"3602"	0	0	1	0	0	0
"3603"	0	0	1	0	0	0
"3604"	0	0	1	0	0	0
"3605"	0	0	1	0	0	0
"3606"	0	0	1	0	0	0
"3607"	0.004	0	0.996	0	0	0
"3608"	0.008	0	0.992	0	0	0
"3609"	0	0	1	0	0	0
"3610"	0	0	1	0	0	0
"3611"	0	0	1	0	0	0
"3612"	0.056	0	0.944	0	0	0
"3613"	0.006	0	0.994	0	0	0
"3614"	0	0	1	0	0	0
"3615"	0	0	1	0	0	0
"3616"	0.006	0	0.994	0	0	0
"3617"	0.01	0	0.99	0	0	0
"3618"	0.022	0	0.978	0	0	0
"3619"	0	0	1	0	0	0
"3620"	0.01	0	0.99	0	0	0
"3621"	0	0	1	0	0	0
"3622"	0.004	0	0.996	0	0	0
"3623"	0.03	0	0.97	0	0	0
"3624"	0.012	0	0.988	0	0	0
"3625"	0	0	1	0	0	0
"3626"	0	0	1	0	0	0
"3627"	0	0	1	0	0	0
"3628"	0	0	1	0	0	0
"3629"	0	0	1	0	0	0
"3630"	0	0	1	0	0	0
"3631"	0	0	1	0	0	0
"3632"	0	0	1	0	0	0
"3633"	0	0	1	0	0	0
"3634"	0	0	1	0	0	0
"3635"	0	0	1	0	0	0
"3636"	0	0	1	0	0	0
"3637"	0	0	1	0	0	0
"3638"	0.034	0	0.966	0	0	0
"3639"	0	0	1	0	0	0
"3640"	0	0	1	0	0	0
"3641"	0	0	1	0	0	0
"3642"	0	0	1	0	0	0
"3643"	0	0	1	0	0	0
"3644"	0	0	1	0	0	0
"3645"	0	0	1	0	0	0
"3646"	0	0	1	0	0	0
"3647"	0	0	1	0	0	0
"3648"	0	0	1	0	0	0
"3649"	0	0	1	0	0	0
"3650"	0	0	1	0	0	0
"3651"	0	0	1	0	0	0
"3652"	0	0	1	0	0	0
"3653"	0	0	1	0	0	0
"3654"	0	0	1	0	0	0
"3655"	0.004	0	0.996	0	0	0
"3656"	0	0	1	0	0	0
"3657"	0	0	1	0	0	0
"3658"	0	0	1	0	0	0
"3659"	0.002	0	0.998	0	0	0
"3660"	0.004	0	0.996	0	0	0
"3661"	0.868	0	0.128	0.004	0	0
"3662"	0.788	0	0.21	0.002	0	0
"3663"	0.838	0	0.156	0.002	0.004	0
"3664"	0.98	0.002	0.016	0.002	0	0
"3665"	0.964	0	0.034	0.002	0	0
"3666"	0.904	0	0.094	0.002	0	0
"3667"	0.978	0	0.018	0.002	0.002	0
"3668"	0.968	0	0.03	0.002	0	0
"3669"	0.98	0	0.02	0	0	0
"3670"	0.936	0	0.064	0	0	0
"3671"	0.998	0	0.002	0	0	0
"3672"	0.996	0	0.002	0.002	0	0
"3673"	0.982	0	0.018	0	0	0
"3674"	0.99	0	0.004	0.006	0	0
"3675"	0.982	0	0.016	0.002	0	0
"3676"	0.996	0	0	0.004	0	0
"3677"	1	0	0	0	0	0
"3678"	0.994	0	0	0.006	0	0
"3679"	0.998	0	0	0.002	0	0
"3680"	0.994	0	0	0.006	0	0
"3681"	0.994	0	0	0.006	0	0
"3682"	0.996	0	0	0.004	0	0
"3683"	0.996	0	0	0.004	0	0
"3684"	0.994	0	0	0.006	0	0
"3685"	0.994	0	0	0.006	0	0
"3686"	0.982	0	0	0.018	0	0
"3687"	0.99	0.002	0	0.008	0	0
"3688"	0.968	0.004	0	0.022	0.006	0
"3689"	0.988	0.004	0	0.008	0	0
"3690"	0.992	0.002	0	0.006	0	0
"3691"	0.936	0	0	0.06	0.004	0
"3692"	0.954	0.006	0	0.038	0.002	0
"3693"	0.962	0.004	0	0.032	0.002	0
"3694"	0.976	0	0	0.024	0	0
"3695"	0.988	0.002	0	0.01	0	0
"3696"	0.964	0	0	0.036	0	0
"3697"	0.936	0	0	0.064	0	0
"3698"	0.882	0.008	0	0.102	0.008	0
"3699"	0.908	0	0.002	0.09	0	0
